state,end,value,type
New Hampshire,9/3/2005,661,h
New Hampshire,9/10/2005,642,h
New Hampshire,9/17/2005,531,h
New Hampshire,9/24/2005,538,h
New Hampshire,10/1/2005,712,h
New Hampshire,10/8/2005,663,h
New Hampshire,10/15/2005,702,h
New Hampshire,10/22/2005,929,h
New Hampshire,10/29/2005,938,h
New Hampshire,11/5/2005,635,h
New Hampshire,11/12/2005,1068,h
New Hampshire,11/19/2005,880,h
New Hampshire,11/26/2005,1184,h
New Hampshire,12/3/2005,1036,h
New Hampshire,12/10/2005,1234,h
New Hampshire,12/17/2005,1589,h
New Hampshire,12/24/2005,2785,h
New Hampshire,12/31/2005,1685,h
New Hampshire,1/7/2006,1362,h
New Hampshire,1/14/2006,988,h
New Hampshire,1/21/2006,973,h
New Hampshire,1/28/2006,1052,h
New Hampshire,2/4/2006,857,h
New Hampshire,2/11/2006,771,h
New Hampshire,2/18/2006,918,h
New Hampshire,2/25/2006,1273,h
New Hampshire,3/4/2006,807,h
New Hampshire,3/11/2006,773,h
New Hampshire,3/18/2006,728,h
New Hampshire,3/25/2006,660,h
New Hampshire,4/1/2006,984,h
New Hampshire,4/8/2006,771,h
New Hampshire,4/15/2006,768,h
New Hampshire,4/22/2006,1136,h
New Hampshire,4/29/2006,731,h
New Hampshire,5/6/2006,670,h
New Hampshire,5/13/2006,769,h
New Hampshire,5/20/2006,872,h
New Hampshire,5/27/2006,661,h
New Hampshire,6/3/2006,788,h
New Hampshire,6/10/2006,738,h
New Hampshire,6/17/2006,1155,h
New Hampshire,6/24/2006,1128,h
New Hampshire,7/1/2006,1367,h
New Hampshire,7/8/2006,904,h
New Hampshire,7/15/2006,689,h
New Hampshire,7/22/2006,663,h
New Hampshire,7/29/2006,717,h
New Hampshire,8/5/2006,604,h
New Hampshire,8/12/2006,649,h
New Hampshire,8/19/2006,602,h
New Hampshire,8/26/2006,625,h
New Hampshire,9/2/2006,669,h
New Hampshire,9/9/2006,667,h
New Hampshire,9/16/2006,805,h
New Hampshire,9/23/2006,597,h
New Hampshire,9/30/2006,741,h
New Hampshire,10/7/2006,679,h
New Hampshire,10/14/2006,719,h
New Hampshire,10/21/2006,774,h
New Hampshire,10/28/2006,926,h
New Hampshire,11/4/2006,696,h
New Hampshire,11/11/2006,1044,h
New Hampshire,11/18/2006,826,h
New Hampshire,11/25/2006,1110,h
New Hampshire,12/2/2006,1270,h
New Hampshire,12/9/2006,1127,h
New Hampshire,12/16/2006,1431,h
New Hampshire,12/23/2006,2317,h
New Hampshire,12/30/2006,1740,h
New Hampshire,1/6/2007,1552,h
New Hampshire,1/13/2007,1212,h
New Hampshire,1/20/2007,1163,h
New Hampshire,1/27/2007,1142,h
New Hampshire,2/3/2007,1186,h
New Hampshire,2/10/2007,903,h
New Hampshire,2/17/2007,900,h
New Hampshire,2/24/2007,1318,h
New Hampshire,3/3/2007,945,h
New Hampshire,3/10/2007,762,h
New Hampshire,3/17/2007,786,h
New Hampshire,3/24/2007,885,h
New Hampshire,3/31/2007,1004,h
New Hampshire,4/7/2007,886,h
New Hampshire,4/14/2007,1020,h
New Hampshire,4/21/2007,1276,h
New Hampshire,4/28/2007,812,h
New Hampshire,5/5/2007,672,h
New Hampshire,5/12/2007,653,h
New Hampshire,5/19/2007,733,h
New Hampshire,5/26/2007,565,h
New Hampshire,6/2/2007,747,h
New Hampshire,6/9/2007,700,h
New Hampshire,6/16/2007,1204,h
New Hampshire,6/23/2007,1145,h
New Hampshire,6/30/2007,1647,h
New Hampshire,7/7/2007,933,h
New Hampshire,7/14/2007,717,h
New Hampshire,7/21/2007,667,h
New Hampshire,7/28/2007,697,h
New Hampshire,8/4/2007,719,h
New Hampshire,8/11/2007,697,h
New Hampshire,8/18/2007,681,h
New Hampshire,8/25/2007,631,h
New Hampshire,9/1/2007,680,h
New Hampshire,9/8/2007,656,h
New Hampshire,9/15/2007,654,h
New Hampshire,9/22/2007,641,h
New Hampshire,9/29/2007,700,h
New Hampshire,10/6/2007,719,h
New Hampshire,10/13/2007,750,h
New Hampshire,10/20/2007,722,h
New Hampshire,10/27/2007,813,h
New Hampshire,11/3/2007,914,h
New Hampshire,11/10/2007,824,h
New Hampshire,11/17/2007,1007,h
New Hampshire,11/24/2007,1112,h
New Hampshire,12/1/2007,1446,h
New Hampshire,12/8/2007,1366,h
New Hampshire,12/15/2007,1544,h
New Hampshire,12/22/2007,2286,h
New Hampshire,12/29/2007,1507,h
New Hampshire,1/5/2008,1523,h
New Hampshire,1/12/2008,1303,h
New Hampshire,1/19/2008,1252,h
New Hampshire,1/26/2008,1221,h
New Hampshire,2/2/2008,1193,h
New Hampshire,2/9/2008,981,h
New Hampshire,2/16/2008,1001,h
New Hampshire,2/23/2008,1610,h
New Hampshire,3/1/2008,1057,h
New Hampshire,3/8/2008,949,h
New Hampshire,3/15/2008,927,h
New Hampshire,3/22/2008,1008,h
New Hampshire,3/29/2008,908,h
New Hampshire,4/5/2008,1112,h
New Hampshire,4/12/2008,1118,h
New Hampshire,4/19/2008,1463,h
New Hampshire,4/26/2008,1248,h
New Hampshire,5/3/2008,845,h
New Hampshire,5/10/2008,872,h
New Hampshire,5/17/2008,852,h
New Hampshire,5/24/2008,653,h
New Hampshire,5/31/2008,1043,h
New Hampshire,6/7/2008,750,h
New Hampshire,6/14/2008,980,h
New Hampshire,6/21/2008,1696,h
New Hampshire,6/28/2008,1393,h
New Hampshire,7/5/2008,1363,h
New Hampshire,7/12/2008,1117,h
New Hampshire,7/19/2008,1016,h
New Hampshire,7/26/2008,1024,h
New Hampshire,8/2/2008,1081,h
New Hampshire,8/9/2008,879,h
New Hampshire,8/16/2008,961,h
New Hampshire,8/23/2008,809,h
New Hampshire,8/30/2008,821,h
New Hampshire,9/6/2008,1010,h
New Hampshire,9/13/2008,815,h
New Hampshire,9/20/2008,1011,h
New Hampshire,9/27/2008,1303,h
New Hampshire,10/4/2008,1084,h
New Hampshire,10/11/2008,1118,h
New Hampshire,10/18/2008,1294,h
New Hampshire,10/25/2008,1318,h
New Hampshire,11/1/2008,1751,h
New Hampshire,11/8/2008,1494,h
New Hampshire,11/15/2008,2000,h
New Hampshire,11/22/2008,1461,h
New Hampshire,11/29/2008,1904,h
New Hampshire,12/6/2008,2263,h
New Hampshire,12/13/2008,2313,h
New Hampshire,12/20/2008,2651,h
New Hampshire,12/27/2008,3594,h
New Hampshire,1/3/2009,3241,h
New Hampshire,1/10/2009,2495,h
New Hampshire,1/17/2009,2128,h
New Hampshire,1/24/2009,2207,h
New Hampshire,1/31/2009,2551,h
New Hampshire,2/7/2009,2368,h
New Hampshire,2/14/2009,1943,h
New Hampshire,2/21/2009,2857,h
New Hampshire,2/28/2009,2501,h
New Hampshire,3/7/2009,2585,h
New Hampshire,3/14/2009,1934,h
New Hampshire,3/21/2009,2086,h
New Hampshire,3/28/2009,2056,h
New Hampshire,4/4/2009,1837,h
New Hampshire,4/11/2009,1937,h
New Hampshire,4/18/2009,2253,h
New Hampshire,4/25/2009,2005,h
New Hampshire,5/2/2009,1681,h
New Hampshire,5/9/2009,1712,h
New Hampshire,5/16/2009,1678,h
New Hampshire,5/23/2009,1644,h
New Hampshire,5/30/2009,1820,h
New Hampshire,6/6/2009,1503,h
New Hampshire,6/13/2009,1486,h
New Hampshire,6/20/2009,2391,h
New Hampshire,6/27/2009,2556,h
New Hampshire,7/4/2009,2998,h
New Hampshire,7/11/2009,1822,h
New Hampshire,7/18/2009,1519,h
New Hampshire,7/25/2009,1563,h
New Hampshire,8/1/2009,1607,h
New Hampshire,8/8/2009,880,h
New Hampshire,8/15/2009,2113,h
New Hampshire,8/22/2009,1945,h
New Hampshire,8/29/2009,1948,h
New Hampshire,9/5/2009,1383,h
New Hampshire,9/12/2009,1427,h
New Hampshire,9/19/2009,1846,h
New Hampshire,9/26/2009,1500,h
New Hampshire,10/3/2009,1732,h
New Hampshire,10/10/2009,1537,h
New Hampshire,10/17/2009,1710,h
New Hampshire,10/24/2009,1756,h
New Hampshire,10/31/2009,2207,h
New Hampshire,11/7/2009,1901,h
New Hampshire,11/14/2009,2107,h
New Hampshire,11/21/2009,1724,h
New Hampshire,11/28/2009,2479,h
New Hampshire,12/5/2009,2258,h
New Hampshire,12/12/2009,2396,h
New Hampshire,12/19/2009,2630,h
New Hampshire,12/26/2009,3628,h
New Hampshire,1/2/2010,3218,h
New Hampshire,1/9/2010,2656,h
New Hampshire,1/16/2010,2081,h
New Hampshire,1/23/2010,2026,h
New Hampshire,1/30/2010,2228,h
New Hampshire,2/6/2010,2054,h
New Hampshire,2/13/2010,1905,h
New Hampshire,2/20/2010,2632,h
New Hampshire,2/27/2010,2075,h
New Hampshire,3/6/2010,1921,h
New Hampshire,3/13/2010,1808,h
New Hampshire,3/20/2010,1721,h
New Hampshire,3/27/2010,1821,h
New Hampshire,4/3/2010,1835,h
New Hampshire,4/10/2010,1764,h
New Hampshire,4/17/2010,2004,h
New Hampshire,4/24/2010,2161,h
New Hampshire,5/1/2010,1554,h
New Hampshire,5/8/2010,1434,h
New Hampshire,5/15/2010,1455,h
New Hampshire,5/22/2010,1474,h
New Hampshire,5/29/2010,1367,h
New Hampshire,6/5/2010,1513,h
New Hampshire,6/12/2010,1472,h
New Hampshire,6/19/2010,2605,h
New Hampshire,6/26/2010,2052,h
New Hampshire,7/3/2010,1624,h
New Hampshire,7/10/2010,1529,h
New Hampshire,7/17/2010,1545,h
New Hampshire,7/24/2010,1351,h
New Hampshire,7/31/2010,1490,h
New Hampshire,8/7/2010,1340,h
New Hampshire,8/14/2010,1394,h
New Hampshire,8/21/2010,1359,h
New Hampshire,8/28/2010,1393,h
New Hampshire,9/4/2010,1302,h
New Hampshire,9/11/2010,1373,h
New Hampshire,9/18/2010,1240,h
New Hampshire,9/25/2010,1284,h
New Hampshire,10/2/2010,1416,h
New Hampshire,10/9/2010,1308,h
New Hampshire,10/16/2010,1477,h
New Hampshire,10/23/2010,1398,h
New Hampshire,10/30/2010,1641,h
New Hampshire,11/6/2010,1493,h
New Hampshire,11/13/2010,1701,h
New Hampshire,11/20/2010,1423,h
New Hampshire,11/27/2010,2035,h
New Hampshire,12/4/2010,1933,h
New Hampshire,12/11/2010,1997,h
New Hampshire,12/18/2010,2287,h
New Hampshire,12/25/2010,3155,h
New Hampshire,1/1/2011,2892,h
New Hampshire,1/8/2011,1983,h
New Hampshire,1/15/2011,1961,h
New Hampshire,1/22/2011,1948,h
New Hampshire,1/29/2011,1596,h
New Hampshire,2/5/2011,1533,h
New Hampshire,2/12/2011,1534,h
New Hampshire,2/19/2011,1905,h
New Hampshire,2/26/2011,1819,h
New Hampshire,3/5/2011,1434,h
New Hampshire,3/12/2011,1366,h
New Hampshire,3/19/2011,1288,h
New Hampshire,3/26/2011,1376,h
New Hampshire,4/2/2011,1477,h
New Hampshire,4/9/2011,1345,h
New Hampshire,4/16/2011,1711,h
New Hampshire,4/23/2011,1847,h
New Hampshire,4/30/2011,1358,h
New Hampshire,5/7/2011,1161,h
New Hampshire,5/14/2011,1279,h
New Hampshire,5/21/2011,1232,h
New Hampshire,5/28/2011,1333,h
New Hampshire,6/4/2011,1068,h
New Hampshire,6/11/2011,1055,h
New Hampshire,6/18/2011,1849,h
New Hampshire,6/25/2011,2029,h
New Hampshire,7/2/2011,1737,h
New Hampshire,7/9/2011,1479,h
New Hampshire,7/16/2011,1187,h
New Hampshire,7/23/2011,1206,h
New Hampshire,7/30/2011,1250,h
New Hampshire,8/6/2011,1165,h
New Hampshire,8/13/2011,1107,h
New Hampshire,8/20/2011,1078,h
New Hampshire,8/27/2011,1213,h
New Hampshire,9/3/2011,1314,h
New Hampshire,9/10/2011,1210,h
New Hampshire,9/17/2011,1202,h
New Hampshire,9/24/2011,1169,h
New Hampshire,10/1/2011,1377,h
New Hampshire,10/8/2011,1132,h
New Hampshire,10/15/2011,1408,h
New Hampshire,10/22/2011,1246,h
New Hampshire,10/29/2011,1447,h
New Hampshire,11/5/2011,1418,h
New Hampshire,11/12/2011,1528,h
New Hampshire,11/19/2011,1381,h
New Hampshire,11/26/2011,1648,h
New Hampshire,12/3/2011,1688,h
New Hampshire,12/10/2011,1752,h
New Hampshire,12/17/2011,2159,h
New Hampshire,12/24/2011,3079,h
New Hampshire,12/31/2011,2476,h
New Hampshire,1/7/2012,1946,h
New Hampshire,1/14/2012,1619,h
New Hampshire,1/21/2012,1634,h
New Hampshire,1/28/2012,1533,h
New Hampshire,2/4/2012,1499,h
New Hampshire,2/11/2012,1338,h
New Hampshire,2/18/2012,1349,h
New Hampshire,2/25/2012,2031,h
New Hampshire,3/3/2012,1395,h
New Hampshire,3/10/2012,1252,h
New Hampshire,3/17/2012,1180,h
New Hampshire,3/24/2012,1222,h
New Hampshire,3/31/2012,1416,h
New Hampshire,4/7/2012,1213,h
New Hampshire,4/14/2012,1194,h
New Hampshire,4/21/2012,2030,h
New Hampshire,4/28/2012,1194,h
New Hampshire,5/5/2012,1101,h
New Hampshire,5/12/2012,1004,h
New Hampshire,5/19/2012,1095,h
New Hampshire,5/26/2012,915,h
New Hampshire,6/2/2012,1078,h
New Hampshire,6/9/2012,1143,h
New Hampshire,6/16/2012,2017,h
New Hampshire,6/23/2012,1379,h
New Hampshire,6/30/2012,1674,h
New Hampshire,7/7/2012,1353,h
New Hampshire,7/14/2012,1049,h
New Hampshire,7/21/2012,985,h
New Hampshire,7/28/2012,1087,h
New Hampshire,8/4/2012,1159,h
New Hampshire,8/11/2012,1053,h
New Hampshire,8/18/2012,1042,h
New Hampshire,8/25/2012,1087,h
New Hampshire,9/1/2012,918,h
New Hampshire,9/8/2012,954,h
New Hampshire,9/15/2012,1026,h
New Hampshire,9/22/2012,942,h
New Hampshire,9/29/2012,1106,h
New Hampshire,10/6/2012,1130,h
New Hampshire,10/13/2012,1041,h
New Hampshire,10/20/2012,1096,h
New Hampshire,10/27/2012,1298,h
New Hampshire,11/3/2012,1292,h
New Hampshire,11/10/2012,1213,h
New Hampshire,11/17/2012,1415,h
New Hampshire,11/24/2012,1556,h
New Hampshire,12/1/2012,1600,h
New Hampshire,12/8/2012,1462,h
New Hampshire,12/15/2012,1631,h
New Hampshire,12/22/2012,2525,h
New Hampshire,12/29/2012,2019,h
New Hampshire,1/5/2013,1881,h
New Hampshire,1/12/2013,1691,h
New Hampshire,1/19/2013,1487,h
New Hampshire,1/26/2013,1309,h
New Hampshire,2/2/2013,1192,h
New Hampshire,2/9/2013,1145,h
New Hampshire,2/16/2013,1227,h
New Hampshire,2/23/2013,2005,h
New Hampshire,3/2/2013,1223,h
New Hampshire,3/9/2013,1082,h
New Hampshire,3/16/2013,957,h
New Hampshire,3/23/2013,942,h
New Hampshire,3/30/2013,1178,h
New Hampshire,4/6/2013,1006,h
New Hampshire,4/13/2013,1049,h
New Hampshire,4/20/2013,1814,h
New Hampshire,4/27/2013,947,h
New Hampshire,5/4/2013,911,h
New Hampshire,5/11/2013,875,h
New Hampshire,5/18/2013,841,h
New Hampshire,5/25/2013,748,h
New Hampshire,6/1/2013,871,h
New Hampshire,6/8/2013,845,h
New Hampshire,6/15/2013,1120,h
New Hampshire,6/22/2013,1694,h
New Hampshire,6/29/2013,1291,h
New Hampshire,7/6/2013,972,h
New Hampshire,7/13/2013,825,h
New Hampshire,7/20/2013,794,h
New Hampshire,7/27/2013,774,h
New Hampshire,8/3/2013,846,h
New Hampshire,8/10/2013,830,h
New Hampshire,8/17/2013,810,h
New Hampshire,8/24/2013,820,h
New Hampshire,8/31/2013,815,h
New Hampshire,9/7/2013,722,h
New Hampshire,9/14/2013,740,h
New Hampshire,9/21/2013,723,h
New Hampshire,9/28/2013,1160,h
New Hampshire,10/5/2013,968,h
New Hampshire,10/12/2013,808,h
New Hampshire,10/19/2013,956,h
New Hampshire,10/26/2013,1024,h
New Hampshire,11/2/2013,1108,h
New Hampshire,11/9/2013,931,h
New Hampshire,11/16/2013,1145,h
New Hampshire,11/23/2013,1107,h
New Hampshire,11/30/2013,1313,h
New Hampshire,12/7/2013,1320,h
New Hampshire,12/14/2013,1347,h
New Hampshire,12/21/2013,2553,h
New Hampshire,12/28/2013,1487,h
New Hampshire,1/4/2014,1658,h
New Hampshire,1/11/2014,1454,h
New Hampshire,1/18/2014,1221,h
New Hampshire,1/25/2014,1175,h
New Hampshire,2/1/2014,1029,h
New Hampshire,2/8/2014,977,h
New Hampshire,2/15/2014,962,h
New Hampshire,2/22/2014,1811,h
New Hampshire,3/1/2014,1028,h
New Hampshire,3/8/2014,894,h
New Hampshire,3/15/2014,895,h
New Hampshire,3/22/2014,792,h
New Hampshire,3/29/2014,979,h
New Hampshire,4/5/2014,875,h
New Hampshire,4/12/2014,853,h
New Hampshire,4/19/2014,1217,h
New Hampshire,4/26/2014,1198,h
New Hampshire,5/3/2014,792,h
New Hampshire,5/10/2014,793,h
New Hampshire,5/17/2014,789,h
New Hampshire,5/24/2014,697,h
New Hampshire,5/31/2014,762,h
New Hampshire,6/7/2014,709,h
New Hampshire,6/14/2014,855,h
New Hampshire,6/21/2014,1612,h
New Hampshire,6/28/2014,1132,h
New Hampshire,7/5/2014,1017,h
New Hampshire,7/12/2014,748,h
New Hampshire,7/19/2014,761,h
New Hampshire,7/26/2014,693,h
New Hampshire,8/2/2014,1357,h
New Hampshire,8/9/2014,1401,h
New Hampshire,8/16/2014,892,h
New Hampshire,8/23/2014,661,h
New Hampshire,8/30/2014,624,h
New Hampshire,9/6/2014,666,h
New Hampshire,9/13/2014,616,h
New Hampshire,9/20/2014,638,h
New Hampshire,9/27/2014,702,h
New Hampshire,10/4/2014,703,h
New Hampshire,10/11/2014,692,h
New Hampshire,10/18/2014,917,h
New Hampshire,10/25/2014,847,h
New Hampshire,11/1/2014,923,h
New Hampshire,11/8/2014,762,h
New Hampshire,11/15/2014,1023,h
New Hampshire,11/22/2014,821,h
New Hampshire,11/29/2014,1180,h
New Hampshire,12/6/2014,1154,h
New Hampshire,12/13/2014,1196,h
New Hampshire,12/20/2014,1897,h
New Hampshire,12/27/2014,1435,h
New Hampshire,1/3/2015,1329,h
New Hampshire,1/10/2015,1278,h
New Hampshire,1/17/2015,987,h
New Hampshire,1/24/2015,880,h
New Hampshire,1/31/2015,995,h
New Hampshire,2/7/2015,814,h
New Hampshire,2/14/2015,862,h
New Hampshire,2/21/2015,1540,h
New Hampshire,2/28/2015,862,h
New Hampshire,3/7/2015,750,h
New Hampshire,3/14/2015,720,h
New Hampshire,3/21/2015,633,h
New Hampshire,3/28/2015,730,h
New Hampshire,4/4/2015,762,h
New Hampshire,4/11/2015,660,h
New Hampshire,4/18/2015,784,h
New Hampshire,4/25/2015,1299,h
New Hampshire,5/2/2015,573,h
New Hampshire,5/9/2015,462,h
New Hampshire,5/16/2015,717,h
New Hampshire,5/23/2015,487,h
New Hampshire,5/30/2015,672,h
New Hampshire,6/6/2015,607,h
New Hampshire,6/13/2015,487,h
New Hampshire,6/20/2015,1384,h
New Hampshire,6/27/2015,902,h
New Hampshire,7/4/2015,771,h
New Hampshire,7/11/2015,630,h
New Hampshire,7/18/2015,563,h
New Hampshire,7/25/2015,562,h
New Hampshire,8/1/2015,711,h
New Hampshire,8/8/2015,631,h
New Hampshire,8/15/2015,583,h
New Hampshire,8/22/2015,561,h
New Hampshire,8/29/2015,618,h
New Hampshire,9/5/2015,485,h
New Hampshire,9/12/2015,511,h
New Hampshire,9/19/2015,479,h
New Hampshire,9/26/2015,499,h
New Hampshire,10/3/2015,564,h
New Hampshire,10/10/2015,547,h
New Hampshire,10/17/2015,568,h
New Hampshire,10/24/2015,592,h
New Hampshire,10/31/2015,656,h
New Hampshire,11/7/2015,649,h
New Hampshire,11/14/2015,730,h
New Hampshire,11/21/2015,795,h
New Hampshire,11/28/2015,954,h
New Hampshire,12/5/2015,774,h
New Hampshire,12/12/2015,953,h
New Hampshire,12/19/2015,1383,h
New Hampshire,12/26/2015,1527,h
New Hampshire,1/2/2016,1378,h
New Hampshire,1/9/2016,1020,h
New Hampshire,1/16/2016,829,h
New Hampshire,1/23/2016,901,h
New Hampshire,1/30/2016,826,h
New Hampshire,2/6/2016,727,h
New Hampshire,2/13/2016,737,h
New Hampshire,2/20/2016,1423,h
New Hampshire,2/27/2016,740,h
New Hampshire,3/5/2016,689,h
New Hampshire,3/12/2016,627,h
New Hampshire,3/19/2016,612,h
New Hampshire,3/26/2016,640,h
New Hampshire,4/2/2016,842,h
New Hampshire,4/9/2016,686,h
New Hampshire,4/16/2016,691,h
New Hampshire,4/23/2016,1142,h
New Hampshire,4/30/2016,631,h
New Hampshire,5/7/2016,555,h
New Hampshire,5/14/2016,537,h
New Hampshire,5/21/2016,525,h
New Hampshire,5/28/2016,576,h
New Hampshire,6/4/2016,652,h
New Hampshire,6/11/2016,803,h
New Hampshire,6/18/2016,1157,h
New Hampshire,6/25/2016,766,h
New Hampshire,7/2/2016,736,h
New Hampshire,7/9/2016,602,h
New Hampshire,7/16/2016,549,h
New Hampshire,7/23/2016,564,h
New Hampshire,7/30/2016,602,h
New Hampshire,8/6/2016,574,h
New Hampshire,8/13/2016,572,h
New Hampshire,8/20/2016,492,h
New Hampshire,8/27/2016,475,h
New Hampshire,9/3/2016,477,h
New Hampshire,9/10/2016,456,h
New Hampshire,9/17/2016,440,h
New Hampshire,9/24/2016,481,h
New Hampshire,10/1/2016,551,h
New Hampshire,10/8/2016,467,h
New Hampshire,10/15/2016,469,h
New Hampshire,10/22/2016,502,h
New Hampshire,10/29/2016,568,h
New Hampshire,11/5/2016,528,h
New Hampshire,11/12/2016,632,h
New Hampshire,11/19/2016,606,h
New Hampshire,11/26/2016,785,h
New Hampshire,12/3/2016,779,h
New Hampshire,12/10/2016,834,h
New Hampshire,12/17/2016,906,h
New Hampshire,12/24/2016,1372,h
New Hampshire,12/31/2016,1080,h
New Hampshire,1/7/2017,938,h
New Hampshire,1/14/2017,752,h
New Hampshire,1/21/2017,710,h
New Hampshire,1/28/2017,747,h
New Hampshire,2/4/2017,590,h
New Hampshire,2/11/2017,576,h
New Hampshire,2/18/2017,644,h
New Hampshire,2/25/2017,1081,h
New Hampshire,3/4/2017,648,h
New Hampshire,3/11/2017,519,h
New Hampshire,3/18/2017,555,h
New Hampshire,3/25/2017,584,h
New Hampshire,4/1/2017,643,h
New Hampshire,4/8/2017,604,h
New Hampshire,4/15/2017,608,h
New Hampshire,4/22/2017,908,h
New Hampshire,4/29/2017,564,h
New Hampshire,5/6/2017,491,h
New Hampshire,5/13/2017,458,h
New Hampshire,5/20/2017,592,h
New Hampshire,5/27/2017,500,h
New Hampshire,6/3/2017,509,h
New Hampshire,6/10/2017,503,h
New Hampshire,6/17/2017,802,h
New Hampshire,6/24/2017,911,h
New Hampshire,7/1/2017,669,h
New Hampshire,7/8/2017,557,h
New Hampshire,7/15/2017,480,h
New Hampshire,7/22/2017,523,h
New Hampshire,7/29/2017,525,h
New Hampshire,8/5/2017,526,h
New Hampshire,8/12/2017,489,h
New Hampshire,8/19/2017,491,h
New Hampshire,8/26/2017,507,h
New Hampshire,9/2/2017,414,h
New Hampshire,9/9/2017,449,h
New Hampshire,9/16/2017,448,h
New Hampshire,9/23/2017,451,h
New Hampshire,9/30/2017,492,h
New Hampshire,10/7/2017,460,h
New Hampshire,10/14/2017,491,h
New Hampshire,10/21/2017,461,h
New Hampshire,10/28/2017,532,h
New Hampshire,11/4/2017,483,h
New Hampshire,11/11/2017,576,h
New Hampshire,11/18/2017,531,h
New Hampshire,11/25/2017,664,h
New Hampshire,12/2/2017,668,h
New Hampshire,12/9/2017,749,h
New Hampshire,12/16/2017,843,h
New Hampshire,12/23/2017,1260,h
New Hampshire,12/30/2017,915,h
New Hampshire,1/6/2018,810,h
New Hampshire,1/13/2018,685,h
New Hampshire,1/20/2018,643,h
New Hampshire,1/27/2018,612,h
New Hampshire,2/3/2018,560,h
New Hampshire,2/10/2018,570,h
New Hampshire,2/17/2018,549,h
New Hampshire,2/24/2018,958,h
New Hampshire,3/3/2018,554,h
New Hampshire,3/10/2018,561,h
New Hampshire,3/17/2018,478,h
New Hampshire,3/24/2018,504,h
New Hampshire,3/31/2018,588,h
New Hampshire,4/7/2018,484,h
New Hampshire,4/14/2018,523,h
New Hampshire,4/21/2018,887,h
New Hampshire,4/28/2018,513,h
New Hampshire,5/5/2018,466,h
New Hampshire,5/12/2018,443,h
New Hampshire,5/19/2018,359,h
New Hampshire,5/26/2018,414,h
New Hampshire,6/2/2018,432,h
New Hampshire,6/9/2018,427,h
New Hampshire,6/16/2018,582,h
New Hampshire,6/23/2018,905,h
New Hampshire,6/30/2018,661,h
New Hampshire,7/7/2018,524,h
New Hampshire,7/14/2018,410,h
New Hampshire,7/21/2018,450,h
New Hampshire,7/28/2018,367,h
New Hampshire,8/4/2018,479,h
New Hampshire,8/11/2018,468,h
New Hampshire,8/18/2018,442,h
New Hampshire,8/25/2018,395,h
New Hampshire,9/1/2018,352,h
New Hampshire,9/8/2018,414,h
New Hampshire,9/15/2018,370,h
New Hampshire,9/22/2018,437,h
New Hampshire,9/29/2018,372,h
New Hampshire,10/6/2018,357,h
New Hampshire,10/13/2018,398,h
New Hampshire,10/20/2018,439,h
New Hampshire,10/27/2018,451,h
New Hampshire,11/3/2018,531,h
New Hampshire,11/10/2018,481,h
New Hampshire,11/17/2018,537,h
New Hampshire,11/24/2018,658,h
New Hampshire,12/1/2018,599,h
New Hampshire,12/8/2018,638,h
New Hampshire,12/15/2018,701,h
New Hampshire,12/22/2018,1081,h
New Hampshire,12/29/2018,808,h
New Hampshire,1/5/2019,808,h
New Hampshire,1/12/2019,671,h
New Hampshire,1/19/2019,629,h
New Hampshire,1/26/2019,583,h
New Hampshire,2/2/2019,588,h
New Hampshire,2/9/2019,498,h
New Hampshire,2/16/2019,371,h
New Hampshire,2/23/2019,919,h
New Hampshire,3/2/2019,572,h
New Hampshire,3/9/2019,518,h
New Hampshire,3/16/2019,516,h
New Hampshire,3/23/2019,433,h
New Hampshire,3/30/2019,497,h
New Hampshire,4/6/2019,481,h
New Hampshire,4/13/2019,474,h
New Hampshire,4/20/2019,863,h
New Hampshire,4/27/2019,411,h
New Hampshire,5/4/2019,407,h
New Hampshire,5/11/2019,418,h
New Hampshire,5/18/2019,396,h
New Hampshire,5/25/2019,357,h
New Hampshire,6/1/2019,364,h
New Hampshire,6/8/2019,430,h
New Hampshire,6/15/2019,800,h
New Hampshire,6/22/2019,615,h
New Hampshire,6/29/2019,553,h
New Hampshire,7/6/2019,490,h
New Hampshire,7/13/2019,408,h
New Hampshire,7/20/2019,425,h
New Hampshire,7/27/2019,423,h
New Hampshire,8/3/2019,467,h
New Hampshire,8/10/2019,464,h
New Hampshire,8/17/2019,427,h
New Hampshire,8/24/2019,374,h
New Hampshire,8/31/2019,343,h
New Hampshire,9/7/2019,326,h
New Hampshire,9/14/2019,356,h
New Hampshire,9/21/2019,373,h
New Hampshire,9/28/2019,416,h
New Hampshire,10/5/2019,391,h
New Hampshire,10/12/2019,350,h
New Hampshire,10/19/2019,486,h
New Hampshire,10/26/2019,483,h
New Hampshire,11/2/2019,510,h
New Hampshire,11/9/2019,453,h
New Hampshire,11/16/2019,571,h
New Hampshire,11/23/2019,491,h
New Hampshire,11/30/2019,698,h
New Hampshire,12/7/2019,665,h
New Hampshire,12/14/2019,656,h
New Hampshire,12/21/2019,1123,h
New Hampshire,12/28/2019,690,h
New Hampshire,1/4/2020,722,h
New Hampshire,1/11/2020,613,h
New Hampshire,1/18/2020,577,h
New Hampshire,1/25/2020,456,h
New Hampshire,2/1/2020,507,h
New Hampshire,2/8/2020,424,h
New Hampshire,2/15/2020,444,h
New Hampshire,2/22/2020,894,h
New Hampshire,3/7/2020,495,h
New Hampshire,3/14/2020,642,h
